"Case","Case Name","Region","Status","Date Filed","Date Closed","Reason Closed","City","State","Unit ID","Ballot Type","Tally Type","Tally Date","No of Eligible Voters","Void Ballots","Labor Union1","Votes for Labor Union1","Labor Union2","Votes for Labor Union2","Labor Union3","Votes for Labor Union3","Votes Against","Total Ballots Counted","Runoff Required","Challenged Ballots","Challenges are Determinative","Union to Certify","Voting Unit (Unit A)","Voting Unit (Unit B)","Voting Unit (Unit C)","Voting Unit (Unit D)","Employees on charge/petition","Allegations","Union","Unit Sought","Voters","lat","long","formatted_address","accuracy","accuracy_type","source","address_components.city","address_components.county","address_components.state","address_components.zip","address_components.country","seached","lat_jit","long_jit","stable_address_key","match_type"
"31-RC-383401","V2X, Inc.","Region 31, Los Angeles, California","Open","03/23/2026","","","Fort Irwin","CA","","","","",NA,NA,"Teamsters, Chauffeurs, Warehousemen, Industrial and Allied Workers of America, Local 166",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",13,"","","Included: All full-time and regular part-time Training Analysis Feedback Facility (“TAFF”) Leads / TAFF Supervisors employed by the Employer at the Fort Irwin National Training Center in Fort Irwin, CA.

Excluded: All other employees, including employees included in any other bargaining unit, office clerical and confidential employees, guards and Supervisors as defined by the Act, as amended.",NA,35.262453,-116.696561,"Fort Irwin, CA 92310",1,"place","TIGER/Line® dataset from the US Census Bureau","Fort Irwin","San Bernardino County","CA","92310","US",1,35.402599908816,-116.561786092042,NA,NA
"31-RC-383599","STALKR, LLC","Region 31, Los Angeles, California","Open","03/25/2026","","","Los Angeles","CA","","","","",NA,NA,"Communications Workers of America Local 7901",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",9,"","","Included: All regular and part-time employees.

Excluded: All supervisors, managerial employees, confidential employees, temporary employees, and guards as defined by the Act.",NA,33.973951,-118.248405,"Los Angeles, CA 90001",1,"place","TIGER/Line® dataset from the US Census Bureau","Los Angeles","Los Angeles County","CA","90001","US",1,33.5785060936833,-117.909963758933,NA,NA
"31-RC-384192","Sansum Diabetes Research Institute","Region 31, Los Angeles, California","Open","04/03/2026","","","Santa Barbara","CA","","","","",NA,NA,"Communications Workers of America, Local 9575",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",13,"","","Included: All full-time and regular part-time budget control analyst; clinical research coordinator 1 and 2; clinical research nurse coordinator I; clinical research nurse II; clinical research nurse practitioner II; medical assistant I and II; and recruitment and program coordinator. 

Excluded: All other employees, supervisors, managers and guards under the Act.
",NA,34.421897,-119.707135,"Santa Barbara, CA 93101",1,"place","TIGER/Line® dataset from the US Census Bureau","Santa Barbara","Santa Barbara County","CA","93101","US",1,34.7524653052167,-119.410269836396,NA,NA
"31-RC-385676","Starbucks Corporation","Region 31, Los Angeles, California","Open","04/24/2026","","","Sunland","CA","","","","",NA,NA,"Workers United",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",24,"","","Included: All full time and regular part time Baristas and Shift Supervisors employed by the Employer at: 8241 Foothill Blvd, Sunland, CA 91040.

Excluded: All Store Managers, Assistant Store Managers, office clericals, supervisors and guards as defined in the Act.

",NA,34.261962,-118.336078,"Sunland, CA 91040",1,"place","TIGER/Line® dataset from the US Census Bureau","Sunland","Los Angeles County","CA","91040","US",1,34.469250937876,-118.022906999314,NA,NA
"31-RC-385793","Universal Protection Services, LP d/b/a Allied Universal Security Services","Region 31, Los Angeles, California","Open","04/28/2026","","","Helendale","CA","","","","",NA,NA,"SHIELD-Helendale Security Union",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",9,"","","Included: All Security Professionals/Guards/Officers.

Excluded: One Site Supervisor and one Acting Site Supervisor.",NA,34.74388,-117.32449,"Helendale, CA 92342",1,"place","TIGER/Line® dataset from the US Census Bureau","Helendale","San Bernardino County","CA","92342","US",1,34.3777138765781,-117.642545755924,NA,NA
"31-RC-385967","The Hollywood Roosevelt","Region 31, Los Angeles, California","Open","04/29/2026","","","Los Angeles","CA","","","","",NA,NA,"UNITE HERE Local 11",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",48,"","","Included: Housekeeping employees (Room Inspectors; Office Coordinators; Room Attendants; Housepersons; Public Areas; and Minibar Attendants).

Excluded: All other employee job classifications.",NA,33.973951,-118.248405,"Los Angeles, CA 90001",1,"place","TIGER/Line® dataset from the US Census Bureau","Los Angeles","Los Angeles County","CA","90001","US",1,34.2169663372698,-118.463655855545,NA,NA
"31-RC-386519","Pro Energy Services Group, LLC","Region 31, Los Angeles, California","Open","05/07/2026","","","Mentone","CA","","","","",NA,NA,"International Brotherhood of Electrical Workers, IBEW 47",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",23,"","","Included: All Full Time & Part Time Vegetation Control Structural Brushing including Laborer 1 & 2 workers and Foremen. 

Excluded: All Managers, Office Personnel, Security Guards.",NA,34.07001,-117.13448,"Mentone, CA 92359",1,"place","TIGER/Line® dataset from the US Census Bureau","Mentone","San Bernardino County","CA","92359","US",1,34.4236425003952,-117.433929204002,NA,NA
"31-RC-386895","CJ Berry Well Services Management, LLC","Region 31, Los Angeles, California","Open","05/12/2026","","","Bakersfield","CA","","","","",NA,NA,"Teamsters Local 87",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",170,"","","Included: All Class A Drivers managed out of 3752 Allen Rd including all related yards, including but not limited to, Rig Movers, Crane Operators, Vacuum Truck Drivers, Salt truck drivers, Winch Drivers, Pump Truck Drivers, Special Services Drivers, Tow Truck Drivers, Logistics Drivers, Triplex Pump Drivers, Crew Chief, Equipment Operators.

Excluded: Rig Hands, Earth Movers, Special dirt crews, management, guards and supervisors, as defined by the Act.",NA,35.384337,-119.020562,"Bakersfield, CA 93301",1,"place","TIGER/Line® from the US Census Bureau","Bakersfield","Kern County","CA","93301","US",1,35.1328188173107,-118.749610884474,NA,NA
"31-RC-387458","Prime Response Inc., Goldbelt Integrated Logistics Services, LLC, and Aetos Systems Inc., a joint employer","Region 31, Los Angeles, California","Open","05/21/2026","","","Edwards AFB","CA","","","","",NA,NA,"International Association of Machinists and Aerospace Workers, District 725",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",19,"","","Included: All full-time and regular part-time Shipping & Receiving Clerks, Warehouse Specialist, Mechanic, Supply Tech, Medium/Heavy Truck Drivers, Disposal Leads, Material Coordinator.

Excluded: None.

",NA,34.904487,-117.92945,"Edwards AFB, CA 93523",1,"place","TIGER/Line® from the US Census Bureau","Edwards AFB","Kern County","CA","93523","US",1,35.2072006654127,-117.470032902031,NA,NA
"31-RD-347058","AT&T Mobility Services LLC","Region 31, Los Angeles, California","Open","07/26/2024","","","Torrance","CA","","","","",NA,NA,"Communications Workers of America",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",430,"","","Included: Sr. Associate In Home Sales Expert; Sr. Association Integrated Sales support in 480 Kester Ave., Sherman Oaks, CA 91403, 1955 Daily Dr., Camarillo, CA 93010, 3434 E 4th Street, Los Angeles, CA 90063, 17342 Colima Rd., Rowland Heights, CA 91748, 11440 South St., Cerritos, CA 90703, 18201 Hawthorne, Torrance, CA 90504, 12722 Birch Ave., Hawthorne, CA 90250, 3580 Orange Street, Riverside, CA 92501, 1452 Edinger Ave., Tustin, CA 92780, 1375 Camino Real, San Bernardino, CA 92408, 146 S Broadway, Escondido, CA 92025, 5855 Copley Dr. San Diego, CA 92111, and 2883 Jamacha Rd., St A-D, El Cajon, CA 92019.

Excluded: All other employees, guards and supervisors.",NA,33.835665,-118.303805,"Torrance, CA 90501",1,"place","TIGER/Line® dataset from the US Census Bureau","Torrance","Los Angeles County","CA","90501","US",1,34.2811350606875,-118.42429093536,NA,NA
"31-RD-357339","USC Verdugo Hills Hospital","Region 31, Los Angeles, California","Open","12/26/2024","","","Glendale","CA","","","","",NA,NA,"National Union of Healthcare Workers",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",138,"","","Included: All full-time, regular part-time and per diem Technical employees.

Excluded: All other employees, represented emploees, business office employees and supervisors as defined in the Act.

",NA,34.17051,-118.289463,"Glendale, CA 91201",1,"place","TIGER/Line® dataset from the US Census Bureau","Glendale","Los Angeles County","CA","91201","US",1,34.5225351389127,-118.51653766688,NA,NA
"31-RD-374829","Caremark, LLC (CVS Specialty Pharmacy)","Region 31, Los Angeles, California","Open","11/18/2025","","","Redlands","CA","","","","",NA,NA,"The Pharmacy Guild, affiliated with the International Association of Machinists and Aerospace Workers, AFL-CIO",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",79,"","","Included: All full-time and regular part-time CDR I, II, III (Materials) Sr. CDR, Operations Assistant I, II, III, Front End and Back End Technicians I, II, III

Excluded:",NA,34.011935,-117.159696,"Redlands, CA 92373",1,"place","TIGER/Line® dataset from the US Census Bureau","Redlands","San Bernardino County","CA","92373","US",1,33.5410670036631,-117.547212738148,NA,NA
"31-RD-377457","Aramark Healthcare Support Services","Region 31, Los Angeles, California","Open","12/17/2025","","","Los Angeles","CA","","","","",NA,NA,"SEIU - USWW",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",53,"","","Included: All full-time and regular part-time specialty cooks, cooks, grill cooks, leads, transporters, cashiers, food service workers, dietary workers, inventory clerks, and general utility workers at the Hollywood Presbyterian Medical Center, located at 1300 N Vermont Avenue, Los Angeles, CA 90027.

Excluded: All other employees, managers, confidential and clerical employees, professional employees, casual/substitute employees, temporary employees, supervisors, and guards as defined in the National Labor Relations Act.",NA,33.973951,-118.248405,"Los Angeles, CA 90001",1,"place","TIGER/Line® dataset from the US Census Bureau","Los Angeles","Los Angeles County","CA","90001","US",1,34.2524707899211,-118.305841027564,NA,NA
"31-RD-379537","La Scala Beverly Hills","Region 31, Los Angeles, California","Open","01/23/2026","","","Beverly Hills","CA","","","","",NA,NA,"UNITE HERE Local 11",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",55,"","","Included: All hourly employees (dishwashers, cooks, bartenders, servers, hosts, togo, runners, prep, cashiers, pantry)

Excluded:",NA,34.10263,-118.415972,"Beverly Hills, CA 90210",1,"place","TIGER/Line® dataset from the US Census Bureau","Beverly Hills","Los Angeles County","CA","90210","US",1,34.3939534983571,-118.117421443586,NA,NA
"31-RM-325710","Grindr LLC","Region 31, Los Angeles, California","Open","09/13/2023","","","West Hollywood","CA","","","","",NA,NA,"Communications Workers of America, District 9, AFL-CIO",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",70,"","","Included: 
Account Manager, AdOps Specialist/AdOps Trafficker,
Ads Outreach Representative, Advisor,
Brand Partnerships Associate, Brand Partnerships Executive,
Community Advocate,
Content Moderation Operations Manager,
Cybersecurity Engineer,
Data Analyst, Data Analytics Engineer, Data Engineer,
Data Scientist, Analytics,
Digital Media Producer,
Engineer (Android, IOS, Backend, Web), Equality Outreach Manager,
Escalations Specialist, HR Specialist, IT Engineer,
IT Specialist, Knowledge Specialist, Machine Learning Engineer,
Marketing Program Manager, Marketing Strategist, Principal Data Scientist, Principal Product Designer, Principal Software Engineer (Android, IOS, Backend, Web), Privacy Program Manager, Product Designer,
Product Marketing Manager, QA Analyst,
Recruiter, Recruiting Coordinator, Revenue Operations Manager,
Sales Systems Manager, SDET, Security Engineer, Senior Brand Partnerships Executive, Senior Business Recruiter, Senior Copywriter, Senior Cybersecurity Engineer, Senior Data Analyst,
Senior Data Analytics Engineer, Senior Data Engineer,  Senior Data Scientist, Analytics, Senior Engineer (Android, IOS, Backend, Web), Senior Machine Learning Engineer, Senior Product Designer, Senior QA Analyst, Senior SDET, Senior Security Engineer, Senior Site Reliability Engineer, Senior Software Engineer (Android, IOS, Backend, Web), Senior Technical Recruiter, Senior Technical Sourcer, Senior User Researcher, Site Reliability Engineer, Social Media Coordinator, Software Engineer (Android, IOS, Backend, Web), Staff Data Scientist, Staff Site Reliability Engineer, Staff Software Engineer (Android, IOS, Backend, Web), Technical Program Manager, User Researcher.

Excluded: Accountant, Accounting Manager, Art Director, Brand Sales Director, Business Affairs Associate, Chief Accounting Officer, Chief Executive Officer, Chief Financial Officer, Chief of Staff, Chief Privacy Officer, Chief Product Officer, Commercial Counsel, Director of Engineering, Director of Partnerships, Director of SEC Reporting & Accounting Policy, Director, FP&A, Engineering Director, Engineering Manager, Mobile Platform, Escalations Supervisor, Executive Assistant, Executive Assistant, Office of the CEO, G4E, Global Impact, General Counsel and Head of Global Affairs, Head of People Operations, Information IT & Security Manager, Interim Head of Recruiting, Marketing Director, Principal Product Manager, Product Director, Product Manager, Revenue Operations Senior Director, Senior Accountant, Senior Data Engineering Manager, Senior Director, Product Design, Senior Engineering Manager, Backend,  Senior Engineering Manager, Web, Senior Financial Analyst,
 Senior Product Manager, Senior Manager, Customer Support, Senior Vice President, Engineering, Site Reliability Director, Software Engineering Manager, Staff Cybersecurity Engineer, Staff Full Stack Engineer, Talent Acquisition Manager, Talent Acquisition Program Manager, VP of Business & Legal Affairs, VP of Customer Experience, VP of Finance, VP of Product - Core Experience, VP, Brand Marketing, VP, Engineering & Chief Architect, VP, Partnerships, Corporate Development, & Strategy.",NA,34.093828,-118.381697,"West Hollywood, CA 90069",1,"place","TIGER/Line® dataset from the US Census Bureau","West Hollywood","Los Angeles County","CA","90069","US",1,33.8919171154148,-117.905343532558,NA,NA
"31-RM-367196","IGN Entertainment, Inc.","Region 31, Los Angeles, California","Open","06/09/2025","","","Los Angeles","CA","","","","",NA,NA,"Pacific Media Workers Guild, Local 39521",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",4,"","","Included: All full- and part-time Operations Coordinators in the Employer’s Product Operations function.

Excluded: All other employees, editorial employees, engineering employees, product development employees, social employees, clerical employees, guards, professional employees, and supervisors as defined in the Act.",NA,33.973951,-118.248405,"Los Angeles, CA 90001",1,"place","TIGER/Line® dataset from the US Census Bureau","Los Angeles","Los Angeles County","CA","90001","US",1,33.9225856291378,-117.76742030684,NA,NA
"31-RM-367232","IGN Entertainment, Inc.","Region 31, Los Angeles, California","Open","06/09/2025","","","Los Angeles","CA","","","","",NA,NA,"Pacific Media Workers Guild, Local 39521",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",11,"","","Included: All full- and part-time employees in the Employer’s Engineering department in the following classifications: DevOps Engineer, Principal DevOps Engineer, Software Engineer, Senior Software Engineer, Senior Software Engineer I, Principal Software Engineer, and Senior Principal Software Engineer.

Excluded: All other employees, editorial employees, product operations employees, product development employees, social employees, clerical employees, guards, professional employees, and supervisors as defined in the Act.",NA,33.973951,-118.248405,"Los Angeles, CA 90001",1,"place","TIGER/Line® dataset from the US Census Bureau","Los Angeles","Los Angeles County","CA","90001","US",1,34.1792911584271,-118.567308432228,NA,NA
"31-RM-367234","IGN Entertainment, Inc.","Region 31, Los Angeles, California","Open","06/09/2025","","","Los Angeles","CA","","","","",NA,NA,"Pacific Media Workers Guild, Local 39521",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",7,"","","Included: All full- and part-time employees in the Employer’s Product Development function in the following classifications: Product Operations Associate, Product Manager, Lead Product Manager, Product Design Manager, and Product Designer.

Excluded: All other employees, editorial employees, engineering employees, product operations employees, social employees, clerical employees, guards, professional employees, and supervisors as defined in the Act.",NA,33.973951,-118.248405,"Los Angeles, CA 90001",1,"place","TIGER/Line® dataset from the US Census Bureau","Los Angeles","Los Angeles County","CA","90001","US",1,34.0479283041569,-118.400218536417,NA,NA
"32-RC-309991","Lodi Memorial Hospital Association, Inc. d/b/a Adventist Health Lodi Memorial","Region 32, Oakland, California","Open","01/09/2023","","","Lodi","CA","A","Single Labor Organization","Initial","03/09/2023",341,1,"California Nurses Association",188,"",NA,"",NA,119,307,"",16,"","California Nurses Association (CNA)","All full-time, regular part-time and per diem Registered Nurses employed by the Employer at its acute-care facility located at 975 South Fairmont Avenue, Lodi, CA 95240; excluding all other employees, RNs employed by other entities, registries or agencies providing outside labor to the Employer, nurse administrators, managerial employees, confidential employees, office clerical employees, guards, and supervisors defined by the Act.

Also eligible to vote are all employees in the unit who have worked an average of four (4) hours or more per week during the 13 weeks immediately preceding the eligibility date for the election.","","","",352,"","California Nurses Association (CNA)","Included:

All full-time, regular part-time and per diem registered nurses employed by the Employer
at its acute-care facility located at 975 South Fairmont Avenue, Lodi, CA 95240.

Excluded:

All other employees, including RNs employed by other entities, registries or agencies
providing outside labor to the Employer, office clerical employees, nurse administrators,
managerial employees, confidential employees, guards, and supervisors within the meaning of
the Act.",341,38.111356,-121.172415,"Lodi, CA 95240",1,"place","TIGER/Line® dataset from the US Census Bureau","Lodi","San Joaquin County","CA","95240","US",1,37.8098015508646,-120.806031964566,NA,NA
"32-RC-318944","Foster Farms LLC","Region 32, Oakland, California","Open","05/30/2023","","","Fresno","CA","A","Single Labor Organization","Initial","06/27/2023",38,1,"United Food and Commercial Workers 8 - Golden State",24,"",NA,"",NA,8,32,"",3,"","United Food and Commercial Workers 8 - Golden State","All full-time and regular part-time Set-Up AG employees, Chem Sprayer AG employees, Lead persons AG and Tractor Drivers AG employed by the Employer at its facility located at 5489 E Lamona Avenue, Fresno, CA 93727 excluding confidential employees, office clerical employees, guards, and supervisors as defined by the Act.

Others permitted to vote: The parties have agreed that mechanics and deadhaul drivers may vote in the election but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","",35,"","United Food and Commercial Workers 8 - Golden State","Included: 

Full/Part-Time workers and leads that are part of the set-up/clean-up ranch crew.

Excluded:
Supervisors.",38,36.8411,-119.801015,"Fresno, CA 93650",1,"place","TIGER/Line® dataset from the US Census Bureau","Fresno","Fresno County","CA","93650","US",1,36.59755010476,-119.956866657037,NA,NA
"32-RC-326909","Teamsters Local 431","Region 32, Oakland, California","Open","09/28/2023","","","Fresno","CA","","","","",NA,NA,"GENERAL TEAMSTERS LOCAL 386",NA,"",NA,"",NA,NA,NA,"",NA,"","","","","","",3,"","","Included: All office clerical employees.

Excluded: All other employees.",NA,36.8411,-119.801015,"Fresno, CA 93650",1,"place","TIGER/Line® dataset from the US Census Bureau","Fresno","Fresno County","CA","93650","US",1,36.9674363789767,-119.645819723747,NA,NA
"32-RC-330891","Neil Jones Food Company/TomaTek","Region 32, Oakland, California","Open","11/29/2023","","","Firebaugh","CA","A","Two Labor Organizations","Initial","07/26/2024",1127,6,"TEAMSTERS JOINT COUNCIL 7",621,"DC2, Local 388-M, Affiliated with PPPWU",133,"",NA,10,764,"",29,"","Teamsters Joint Council 7 and its affiliated local unions","Included: All full-time and regular part-time production and maintenance employees employed by the Employer at its Firebaugh, California, facility,
including seasonal employees, and such other employees as may be referenced in the following classifications: Batchers 1, 2 and 3; Bin Assembly 1 and 2; Boiler Operators 1 and 2; Boiler Technician III; Certified Boiler Tech; Bulk Dump Operators 1 and 2; Caser/Palletizers 1 and 2; Caser Operators 1 and 2; Control Room Operators 1, 2, and 3, and Control Room Leads 1 and 2; Control Room Operator Mechanics 1, 2, and 3; Custodians; Electricians 1, 2 and 3; Facilities Maintenance Technicians; Filler Operators 1, 2 and Filler Leads (Industrial); Filler Operators 1, 2 and 3 (Pouch); Flow Control Operators 1 and 2; Forklift Mechanics; Forklift Operators 1, 2 and 3; General Laborers 1, 2, 3, and Packers; Industrial Strappers; Ingredient Drivers; Ingredient Weighers 1; Machinery Lubrication employees 1; Inventory- Cycle Counters; Material Handlers A, B, C, D, and Material Handler Leads; Materials Cycle Counters; Mechanics A, B, C, and Assistants; Micro Techs 1, 2,and 3; Packaging Techs 1, 2, 3 and Packaging Leads; Paste Filler Assistants; Pearson Operators 1 and 2;. Process Checkers 1 and 2; QA Shipping/receiving Inspectors; Quality Assurance Techs 1 and 2; Sample Operator Graders 1 and 2; Sanitation employees 1, 2 and Sanitation Leads; Sanitation Recycling Technicians; Sorter Leads 1 and 2; Sterilizer Operators 1, 2 and 3; Tagger Operators 1, 2 and 3; Technician Assistants; Tool Room Attendants 1 and 2; Warehouse Leads 1 and 2, and; Yard Leads 1 and 2.

Excluded: All other employees, guards, managers, and supervisors as defined by the Act.
","","","",315,"","Teamsters Joint Council 7 and its affiliated local unions","Included: Batchers 1, 2 and 3; Bin Assembly 1 and 2; Boiler Operators 1 and 2; Certified Boiler Tech; Bulk Dump Operators 1 and 2; Caser/Palletizers 1 and 2; Caser Operators 1 and 2; Control Room Operators 1, 2, 3, Mechanics, and Leads 1 and 2; Custodians; Electricians 1, 2 and 3; Facilities Maintenance Technicians; Filler Operators 1, 2 and Leads (Industrial); Filler Operators 1, 2 and 3 (Pouch); Flow Control Operators 1 and 2; Forklift Mechanics; Forklift Operators 1, 2 and 3;
General Laborers 1, 2, 3, and Packers; Industrial Strappers; Ingredient Drivers; Ingredient Weighers 1; Machinery Lubrication employees 1; Material Handlers A, B, C, D, and Leads; Mechanics A, B, C, and Assistants; Micro Techs 1, 2, and 3; Packaging Techs 1, 2, 3 and Leads; Paste Filler Assistants; Pearson Operators 1 and 2; Process Checkers 1 and 2; QA Shipping/Receiving Inspectors; Quality Assurance Techs 1 and 2; Sample Operator Graders 1 and 2; Sanitation employees 1, 2 and Leads; Sanitation Recycling Technicians; Sorter Leads 1 and 2; Sterilizer Operators 1, 2 and 3;
Tagger Operators 1, 2 and 3; Technician Assistants; Tool Room Attendants 1 and 2; Warehouse Leads 1 and 2, and; Yard Leads 1 and 2.

Excluded: All other employees, guards, and supervisors as defined in the Act.
",1127,36.85884,-120.45601,"Firebaugh, CA 93622",1,"place","TIGER/Line® dataset from the US Census Bureau","Firebaugh","Fresno County","CA","93622","US",1,37.1154011717291,-120.149964888033,NA,NA
"32-RC-333791","Pepsi Beverages North America","Region 32, Oakland, California","Open","01/17/2024","","","Hayward","CA","A","Single Labor Organization","Initial","02/13/2024",81,NA,"Teamsters Local 896",33,"",NA,"",NA,34,67,"",1,"N","","All full-time and regular part-time manufacturing employees employed by Pepsi Beverages Company at 29000 Hesperian Blvd., Hayward, California, including machine operators, maintenance mechanics, quality control techs, and manufacturing leads; excluding all other employees, managerial employees, confidential employees, office clerical employees, guards, and supervisors as defined in the Act.","","","",85,"","","All unrepresented employees employed by the Employer at 29000 Hesperian Blvd. 

Excluded: Supervisors, managers and represented employees.",81,37.673946,-122.08482,"Hayward, CA 94541",1,"place","TIGER/Line® dataset from the US Census Bureau","Hayward","Alameda County","CA","94541","US",1,37.4896713493555,-122.401710794784,NA,NA
"32-RC-346345","Unifi Aviation, LLC","Region 32, Oakland, California","Open","07/15/2024","","","San Jose","CA","A","Single Labor Organization","Initial","02/19/2025",65,1,"International Association of Machinists and Aerospace Workers, AFL-CIO",20,"",NA,"",NA,9,NA,"",8,"","International Association of Machinists & Aerospace Workers, AFL-CIO","All full-time and regular part-time Ramp Agents, Lead Ramp Agents, and Operations Agents employed by the Employer at its facility currently located at 1521 Airport Blvd., San Jose, CA 95110; excluding all other employees, managerial employees, confidential employees, office clerical employees, guards, and supervisors as defined by the Act.

Others permitted to vote The parties have agreed that ramp supervisors may vote in the election, but their ballots will be challenged since their eligibility has not been resolved.  No decision has been made regarding whether the individuals in these classifications or groups are included in, or excluded from, the bargaining unit.  The eligibility or inclusion of these individuals will be resolved, if necessary, following the election.","","","",91,"","International Association of Machinists & Aerospace Workers, AFL-CIO","Included: All full-time, regular part-time, and Ready Reserve Ramp Agents, as well as all full-time and regular part-time Lead Ramp Agents, Ramp Supervisors, Trainers, and Operations Agents employed by the Employer at its facility currently located at 1521 Airport Blvd., San Jose, CA  95110. 

Excluded: All other employees, office clerical employees, guards, confidential employees, managerial employees, and supervisors as defined in the Act.",65,37.346608,-121.909871,"San Jose, CA 95110",1,"place","TIGER/Line® dataset from the US Census Bureau","San Jose","Santa Clara County","CA","95110","US",1,37.0169087796314,-121.774968065689,NA,NA
"32-RC-348851","Lux Bus America Co.","Region 32, Oakland, California","Open","08/22/2024","","","San Jose","CA","A","Single Labor Organization","Initial","10/30/2024",49,NA,"Teamsters Local 853",22,"",NA,"",NA,23,45,"",NA,"","","All full-time and regular part-time Coach/MCI, Transit/Sprinter and Minivan drivers servicing the Apple account employed by the Employer at or from its facility located at 560 Lincoln Ave, San Jose, CA 95126; Excluding all other employees, confidential employees, office clerical employees, guards, and supervisors as defined by the National Labor Relations Act.","","","",45,"","","Included: all FT and regular PT Coach/MCI and transit/Sprinter drivers on Apple account.

Excluded: all others including clericals, guards, and supervisors under the Act.",49,37.346608,-121.909871,"San Jose, CA 95110",1,"place","TIGER/Line® dataset from the US Census Bureau","San Jose","Santa Clara County","CA","95110","US",1,37.6275595262488,-122.070536458301,NA,NA
