"Case Name","Case Number","Case Type",City,"Date Closed","Date Filed","Employees on charge/petition","Reason Closed",Region,State,Status,Union,"Unit Sought",Voters
"Fresenius Kidney Care",12-RC-278038,R,"San Juan",,06/01/2021,2,,"Region 12, Tampa, Florida",PR,Open,,"Included: All the nursing staff.

Excluded: None nursing staff.",
"Lineage Logistics Services, LLC",19-RC-276930,R,Seattle,,05/10/2021,2,,"Region 19, Seattle, Washington",WA,Open,,"Included: All regularly scheduled full-time and part-time individual Inventory Control Technicians. Excluded: Guards and Supervisors as defined by the Act.",
"All Creatures Animal Hospital",19-RC-275600,R,Bremerton,,04/13/2021,32,,"Region 19, Seattle, Washington",WA,Open,,"Included: 

All full time and regular part-time employees, including Licensed Veterinary Technicians, Assistants, Receptionists, Hospital Attendants, and Facilities Managers employed by the Employer at its Bremerton, Washington location.

Excluded: 

Doctors, managers, guards, supervisors as defined by the Act, confidential employees, and office clerical employees.",
"Priority One Services Inc.",27-RC-277889,R,"Fort Collins",,06/01/2021,3,,"Region 27, Denver, Colorado",CO,Open,,"Included: Animal care takers and Project manager. Excluded: All office clerical employees, guards and supervisors as defined in the act.",
"Aerostar Airport Holding, Inc.",12-RC-278039,R,"San Juan",,06/01/2021,19,,"Region 12, Tampa, Florida",PR,Open,,"Included: All full-time and regular part-time firefighters employed by the Employer at its place of business in Carolina, Puerto Rico.

Excluded: All other employees, guards and supervisors as defined in the Act.
",
"Suiza Dairy Corporation",12-RC-275706,R,Ponce,,04/13/2021,13,,"Region 12, Tampa, Florida",PR,Open,,"Included:  All regular full time and part time employees employed by the Employer at Ponce Facilities as defined by 24-RC-061098",
"VCNA United Material",03-RC-277867,R,Tonawanda,,06/01/2021,2,,"Region 03, Buffalo, New York",NY,Open,,"All full-time and part-time Yard Men, Forklift, and Heavy Equipment Operators.  Excluded:  Office Clericals, Guards, and Supervisors as defined by the Act.",
"GM&P Consulting and Glazing Contractor",12-RC-277875,R,Miami,,05/28/2021,35,,"Region 12, Tampa, Florida",FL,Open,,"Included: Journeyman Finishers.  Excluded: Laborers",
"QTAB Inc.",14-RD-276016,R,Wichita,,04/22/2021,6,,"Region 14, Saint Louis, Missouri",KS,Open,,"Included:  Field technicians and office personnel.  Excluded:  None.",
"Meritus Solutions Group LLC",19-UD-275507,R,"Cascade Locks",,04/13/2021,10,,"Region 19, Seattle, Washington",OR,Open,,"Included: Bonneville Lock & Dam Guards. Excluded: Supervisors.",
"Fusion Academy Evanston Campus",13-RC-277908,R,Evanston,,06/01/2021,15,,"Region 13, Chicago, Illinois",IL,Open,,"Included: Teachers 

Excluded: All others",
"Intermodal Mexico USA LLC (IMEX)",12-RC-277325,R,Jacksonville,,05/18/2021,45,,"Region 12, Tampa, Florida",FL,Open,,"Included: Clerks, Crane Operators, Drivers, Mechanics, and Tie Downs

Excluded: All other employees of the Employer",
"DBR Development Management LLC",12-RC-275894,R,Dorado,,04/20/2021,40,,"Region 12, Tampa, Florida",PR,Open,,"Included:  All full time and regular part time reinforcing Iron Workers.  Excluded:  All other employees including but not limited to carpenters, laborers, professional employees, office clerical employees, guards, and supervisors as defined in the act",
"Suiza Dairy Corporation",12-RC-275147,R,Aguadilla,,04/05/2021,8,,"Region 12, Tampa, Florida",PR,Open,,"Included: All regular full-time and part-time laboratory technicians employed by the Employer at its place of business in Aguadilla  (24-RC-008707)

Excluded: all others employees as defined",
"Hawaii Water Service Company",20-RC-277973,R,Waikoloa,,06/02/2021,23,,"Region 20, San Francisco, California",HI,Open,,"Included: All regular Full-Time and Part-Time Operation Utilities Foreman, Utility Operators, Customer Service Representatives and Leads.

Excluded: All other employees, business office clerical employees, other professional employees, managerial employees, confidential employees, guards, and supervisors as defined in the Act.",
"Del Monte (Farm Shop)",19-RC-277373,R,Toppenish,,05/18/2021,10,,"Region 19, Seattle, Washington",WA,Open,,"Included:  All Farm Shop Employees.

Excluded:  Management.",
"Trinity Health System",08-RC-276098,R,Steubenville,,04/23/2021,61,,"Region 08, Cleveland, Ohio",OH,Open,,"Included: Service and maintenance employees including all physical therapy aides,
the physical therapy transporter, pharmacy technicians I and II, noncertified
inhalation therapy technicians, anesthesia aides, EEG technicians,
EKG technicians, laundry aides, laundry porters, laundry finishing
supervisor, laundry washer supervisor, laundry packing and distribution
supervisor, radiology transporters, radiology darkroom technician,
radiology patient control clerk, laboratory helper, laboratory porters, dietary
aides, dietary porters, diet writers, dietary inventory clerk, head cook,
assistant cooks, vegetable cook, baker, dietary cashier, relief aides,
housekeepers I, housekeepers II, housekeeping aide II, seamstresses,
assistant engineers, engineers, general maintenance men, groundsman I,
groundsman II, painter I, painter II, nurses' aides, ward helpers, ward clerks,
orderlies, instrument and supply technician, the fireman, medical records
clerks I and II, blood bank secretary, storeroom manager, storeroom clerk,
secretary to director of pharmacy, secretary to director of anesthesiology,
radiology department secretaries, laboratory secretaries, secretary to the
director of housekeeping, secretary to director of maintenance, all clerical
employees other than business office clerical employees, including
employees in the following job classifications: Behavioral Medicine Clerk,
Cook, Dietary Aide, Environmental Services Technician, Environmental
Services Technician Lead, Fireman, Groundsman, Head Cook,
Housekeeper, HVAC Engineer II, Inventory Technician, Licensed Boiler
Operator, Linen Distribution Attendant, LPN, Maintenance Mechanic,
Maintenance Mechanic Lead, Nursing Assistant, Nursing Attendant,
Nursing Attendant/Clerk, Phlebotomist, Porter, Registered Radiographer,
Sanitation Attendant, Storeroom Clerk, Vegetable Cook, Therapeutic
Technician, Ward Clerk.
Excluded: All other employees, business officer clerical employees, nursing school
housemothers, casual employees, professional employees, guards and
supervisors as defined in the Act, all employees enrolled as students in
Hospital training programs, relief employees, and temporary employees.",
"Friends Behavioral Health System",04-RC-276113,R,Philadelphia,,04/23/2021,140,,"Region 04, Philadelphia, Pennsylvania",PA,Open,,"Included: All full-time and regular part-time Mental Health Technicians.  Excluded: All other employees",
"Scott Bros. Dairy, Inc.",31-RC-275764,R,Chino,,04/16/2021,57,,"Region 31, Los Angeles, California",CA,Open,,"Included: All employees in the following classifications: Plant/Clean in place; Plant/Batcher; Plant foreman shifts; plant/pasteurizer; plant/stacker packers; plant/operator; plant machine operator; plant sanitation crew; plant part-time; drivers; plant flavor; plant worker; plant forklift operator; plant filler operator and plant stager.

Excluded: All other employees including office clerical employees, professional employees, managerial employees, guards, and supervisors as defined in the Act, as amended.",
"Regional Ready Mix, LLC",25-RC-275969,R,Rochelle,,04/22/2021,15,,"Region 25, Indianapolis, Indiana",IL,Open,,"Included:
All regular full- and part-time plant operators, mechanics, concrete belt-placers, conveyor
operators, loader operators, concrete pumping operators, maintenance workers, electricians, all
truck-drivers, oilers.
Excluded:
All guards, supervisors, managers, and clericals, as defined by the Act.",
"Tuality Healthcare",19-RC-276644,R,Portland,,05/03/2021,12,,"Region 19, Seattle, Washington",OR,Open,,"Included: All service and technical employees. Excluded: All other employees, including managers, supervisors, and guards.",
"David Automotive, Inc. d/b/a David Taylor Ellisville Chrysler Dodge Jeep Ram",14-RC-277413,R,Ballwin,,05/20/2021,28,,"Region 14, Saint Louis, Missouri",MO,Open,,"Included: All full-time and regular part-time Service Technicians, Lube Rack Technicians, Body Repair Technicians, Service Advisors, and Body Repair Estimators, who are employed at the employers Ellisville, MO Facility.

Excluded: All other employees, office clerical employees, guards and supervisors as defined by the act.",
"New York Presbyterian Brooklyn Methodist Hospital",29-RC-277725,R,Brooklyn,,05/26/2021,11,,"Region 29, Brooklyn, New York",NY,Open,,"Included: 
Certified Registered Nurse Anesthetists, residual to existing unit of Registered Nurses. 

Excluded: 
Statutory Supervisors",
"David Bruce Auto Center, Inc. d/b/a David Bruce Toyota",25-RC-275449,R,Bourbonnais,,04/09/2021,9,,"Region 25, Indianapolis, Indiana",IL,Open,,"Included: All full-time and regular part-time technicians including, Journeyman Technicians, Apprentice Technicians, and Lube Rack
Technicians who are employed at the employers 555 William R Latham Senior Dr. facility

Excluded: All other employees, including Sales Employees, Parts Employees, Porters, Office Clerical Employees, Professional Employees,
Guards and Supervisors, as defined by the Act.",
"Cushman and Wakefield",29-RC-276251,R,"Franklin Square",,04/28/2021,11,,"Region 29, Brooklyn, New York",NY,Open,,"Employees Included:
All full time and regular part time mobile maintenance technicians and engineers, including chief engineers, assigned to and working out of the Employer's Westchester, Long Island, and Connecticut operations working on the Citi account.

Employees Excluded:
All clerical employees, professional employees, guards and supervisors under the Act.",
"Boland's Excavating & Topsoil, Inc.",03-RD-275608,R,Conklin,,04/15/2021,15,,"Region 03, Buffalo, New York",NY,Open,,"Included: All employees of the Employer employed at its Conklin, New York location, engaged in construction and related operations covered by the collective bargaining agreement between Operating Engineers Local No. 158 and the Eastern Contractors Association, including, but not limited to operating engineers, maintenance engineers, junior engineers, master mechanics and oilers. 
Excluded: All other employees, including office clericals, supervisors and guards as defined in the Act.",
"Waste Management of PA, Inc. d/b/a  Delaware Valley North Container",04-RC-276399,R,Bristol,,04/30/2021,6,,"Region 04, Philadelphia, Pennsylvania",PA,Open,,"Included: All welders and all welder/drivers.  Excluded: Officer personnel, clerks, dispatchers, guards, supervisors, painters.",
"AmeriGuard Security Services, Inc.",05-RC-276076,R,Urbana,,04/23/2021,60,,"Region 05, Baltimore, Maryland",MD,Open,,"Included: All full-time and regular part-time security officers employed by the employer located at the Social Security Administration, National Support Center, 8999 Bennett Creek Blvd., Urbana, Maryland 21704.
Excluded: All officer clerical employees, professional employees, and supervisors as defined by the Act.
",
"UTGR, Inc. d/b/a Twin River Casino Hotel",01-RD-275595,R,Lincoln,,04/14/2021,410,,"Region 01, Boston, Massachusetts",RI,Open,,"Included: Hourly table games dealers Excluded: All others as defined in the Act.",
"Vibra Hospital of San Bernardino, LLC",31-RC-275852,R,"San Bernardino",,04/20/2021,130,,"Region 31, Los Angeles, California",CA,Open,,,
"The Latin School of Chicago",13-RC-275580,R,Chicago,,04/14/2021,185,,"Region 13, Chicago, Illinois",IL,Open,,"Teachers, assistant teachers, department chairs, academic chairs, deans, librarians, nurses,
counselors, and assistant directors of college counseling
",
"MV Transportation, Inc.",21-RC-276059,R,Oceanside,,04/22/2021,30,,"Region 21, Los Angeles, California",CA,Open,,"Included:  Road Supervisors, Dispatchers/Radio Dispatchers, Shop Supervisors, Part Clerks.

Excluded:",
"Elite Aire, LLC",10-RC-277986,R,Mayfield,,06/03/2021,3,,"Region 10, Atlanta, Georgia",KY,Open,,"Included: All full time and regular part-time HVAC technicians, installers, and helpers employed by Elite Aire, LLC; Excluded: All full time and regular part-time HVAC technicians, installers, and helpers employed by Elite Aire, LLC;",
"Systems Application & Technologies, Inc. (SA-TECH)",31-RC-275882,R,Oxnard,,04/16/2021,6,,"Region 31, Los Angeles, California",CA,Open,,"INCLUDED:  All full-time and regular Order Clerks, Warehouse Specialists and Supply Technicians working at Naval Base Ventura County in Building 333 at Point Mugu and Building 541 at Port Hueneme.

EXCLUDED:  All other employees, guards, office clerical and supervisors.",
"A. Fresco Inc.",01-RC-277617,R,Reading,06/04/2021,05/25/2021,10,"Withdrawal Non-adjusted","Region 01, Boston, Massachusetts",MA,Open,,"Included:  All full-time and regular part-time licensed Journeyman and Apprentice Plumbers and Gasfitters. Excluded:  All other employees, office clerical employees, guards, professional employees and supervisors as defined in the Act.",
"St. Anthony Community Hospital",02-RC-276434,R,Warwick,,04/30/2021,95,,"Region 02, New York, New York",NY,Open,,"Included:
All full-time and regular part-time, including per diem*, service employees
(Per Diem is defined as employees who worked an average of four or more hours per week for the thirteen week period immediately preceding the payroll eligibility date.)


Excluded:
All other employees, guards, and supervisors as defined in the Act. 
",
"W.E. Bowers, Inc.",05-RC-016565,R,Beltsville,,08/11/2010,314,,"Region 05, Baltimore, Maryland",MD,Open,"STEAMFITTERS LOCAL UNION NO. 602","Included:  All employees employed by the employer performing duties set forth in Article VI of the recently expired Building and Construction Agreement between the Mechanical Contractors Association of Metropolitan Washington, Inc. and Steamfitters Local 602, United Association, and all employees performing duties as set forth in Article lll of the Supplemental Service Agreement who are employed in the territorial area set forth in Section 3 of the Building and Construction Agreement.

Excluded:  All other employees of the Employer and all office clerical employees and guards as defined in the Act, as amended.",140
"Gannett Co., Inc. dba Atlantic Digital Optimization Team",22-RC-278025,R,Neptune,,06/03/2021,21,,"Region 22, Newark, New Jersey",NJ,Open,,"Included:  All full-time and regular part-time editorial employees of the Employer.
Excluded:All other employees, including managers, guards and supervisors as defined by the Act",
"Guitar Center Stores, Inc.",19-RC-275743,R,Seattle,,04/16/2021,16,,"Region 19, Seattle, Washington",WA,Open,,"Included: 

All full-time and regular part-time hourly, leads, lesson associate, sales associate, technician and warehouse associate working out of store #233 and warehouse at 230 Andover Park West, Tukwila WA facility 

Excluded:

All other clerical, managers and security as defined in the Act",
"IMPACT ENVIRONMENTAL SITEWORKS",22-RC-276709,R,Lyndhurst,,05/06/2021,9,,"Region 22, Newark, New Jersey",NJ,Open,,"Included: all full time and part-time operators, and junior operators working at Employer's Newark and Cinnaminson jobsites Excluded: all other employees, including all office clerical employees, managerial employees, guards and supervisors defined by the Act",
"Union Electric Company d/b/a Ameren MO",14-RC-277813,R,Steedman,,05/28/2021,12,,"Region 14, Saint Louis, Missouri",MO,Open,,"Included: Employees of the Callaway Work Management department with the job title of planner;
Excluded: Managers, Professional Employees and Guards as defined by the act.
",
"Corey Steel Company",13-RC-277916,R,Cicero,,06/01/2021,7,,"Region 13, Chicago, Illinois",IL,Open,,"Included: All full-time and part-time drivers and spotters Excluded: supervisors, security employees, administrative and clerical employees",
"Wendt Corporation",03-RD-276476,R,Cheektowaga,,05/03/2021,8,,"Region 03, Buffalo, New York",NY,Open,,"All full-time and regular part-time janitors, welders, machine operators, maintenance mechanics, fitters, assemblers, painters, machinists, leadmen and shipping and receiving clerks, excluding office clerical employees, guards, professional employees, and supervisors as defined in the Act.",
"Oregon Nurses Association",19-UC-278031,R,Tualatin,,06/03/2021,45,,"Region 19, Seattle, Washington",OR,Open,,"Present Unit: Included: Labor representatives, Organizers, Program Assistants, Comms staff, Membership, Nursing Practice, Depart Leads. Excluded: Exec Dir, Comms Dir, Operations Dir, Gov Relations Dir, Nursing Practice Dir, Governance Dir, Labor Dir, Org Dir. Proposed Unit: Included: Labor Reps, Organizers, Prog Assist, Comms staff, Membership, Nurse Practice, Depart Leads, Strategic Camp mgr. Excluded: Exec Dir, Com Dir, Operations Dir, Gov Relations Dir, Nursing Practice Dir, Governance Dir, Dir Labor, Org Dir.",
"US Foods, Inc.",05-RC-276853,R,Harrington,,05/07/2021,10,,"Region 05, Baltimore, Maryland",DE,Open,,"Included: All Full-time and Part-time drivers working out of the facility located at 111 Reese Ave. Harrington, DE.  Excluded: Office Clerical Employees, Managerial Employees, Professional Employees, Guards and supervisors as defined the ACT.",
"Hartford Technologies, Inc.",01-RM-278080,R,"Rocky Hill",,06/04/2021,6,,"Region 01, Boston, Massachusetts",CT,Open,,"Included: All direct laborers.
Excluded: Supervisors, executives, professionals, office employees, other.
",
"Aire Ancient Baths",13-RC-278091,R,Chicago,,06/04/2021,6,,"Region 13, Chicago, Illinois",IL,Open,,"Included:    All full time and regular part time skilled maintenance workers working for Aiire Ancient Baths located at 800 West Superior Street, Chicago, IL 60642
Excluded:
Office Clerical, Professional Employees, 
managers guards and supervisors as defined by the Act
",
"NV Power CO. dba NV Energy",28-RC-276868,R,"Las Vegas",,05/06/2021,6,,"Region 28, Phoenix, Arizona",NV,Open,,"INCLUDED:  All full-time and regular part-time armed and unarmed security officers performing guard duties as defined in Section 9(b)(3) of the National Labor Relations Act, employed by NV Energy at 6226 West Sahara Avenue, Las Vegas, NV 89146

EXCLUDED:  All office clerical employees, professional employees and supervisors as defined by the Act.",
"Building Blocks Developmental Preschool",29-RC-277030,R,Commack,,05/11/2021,130,,"Region 29, Brooklyn, New York",NY,Open,,"Professional Unit
Included: All full-time and regular part-time teachers, psychologists social workers, speech language pathologists, speech therapists, physical therapists, occupational therapists, and registered nurses employed by the Employer at its facility located at 29 Pinewood Drive, Commack, New York.

Excluded: All other employees, including teacher aides, 1:1 teacher aides, administrative assistants, hall monitors and security guards, and supervisors as defined in the Act.
",
"Stanford Health Care",32-RC-276768,R,"Palo Alto",,05/06/2021,24,,"Region 32, Oakland, California",CA,Open,,"Included: All full-time and part-time Registered Nurses, including those who serve as regular Transfer Center Nurses and relief Transfer Center Nurses, employed by the Employer at the Stanford Hospital Transfer Center located in Palo Alto, California.

Excluded: All Registered Nurses employed as managerial employees, confidential employees, office clerical employees, guards, and supervisors, as defined in the Act.
",
"Harbor Distributing, L.L.C. d/b/a High Desert Distributing",31-RC-276608,R,Lancaster,,05/04/2021,17,,"Region 31, Los Angeles, California",CA,Open,,"Included: All warehouse employees

Excluded: All other employees",
"Great River School",18-RC-276810,R,"Saint Paul",,05/07/2021,122,,"Region 18, Minneapolis, Minnesota",MN,Open,,"Included: All staff including but not limited to teachers, assistants, guides, nutrition, front desk.
Excluded: All non-employees under the ACT.",
"Land O’ Lakes, Inc.",32-RC-276000,R,Madera,,04/22/2021,51,,"Region 32, Oakland, California",CA,Open,,"Included: All plant employees, excluding laboratory employees and maintenance employees. Excluded: All managers, supervisors, and guards, as defined by the Act, and lab and maintenance employees.",
"Delaware Resource Group of Oklahoma, Inc.",28-RC-276102,R,Albuquerque,,04/22/2021,5,,"Region 28, Phoenix, Arizona",NM,Open,,"INCLUDED:  All full-time and regular part-time Electronics Technicians, Engineers, and Cybersecurity personnel employed by the Employer on the AFSOC ACTS program at Kirtland AFB, NM

EXCLUDED:  Managers, Supervisors, Clerical Workers, and all other employees including professional employees, managerial employees, guards, supervisors, and other employees as defined by the Act.",
"Ohio Ready Mix, Inc.",08-RC-276665,R,Huntsville,,05/05/2021,24,,"Region 08, Cleveland, Ohio",OH,Open,,"Included: All driver and bundlers Excluded: All management, office clerical, and supervisors as defined by the Act.",
"Trinity College",01-RD-277066,R,Hartford,,05/12/2021,20,,"Region 01, Boston, Massachusetts",CT,Open,,"Full-time and regular part-time Campus Safety Officers and Dispatchers; but excluding shuttle drivers, sergeants, office clerical employees, professionals and supervisors.",
"Groot Industries, Inc.",13-RD-277094,R,"Elk Grove Village",,05/13/2021,60,,"Region 13, Chicago, Illinois",IL,Open,,"Included: Helpers, sorters, utility employees - forklift, balers, conveyer feed loaders, on-site sweeper units, bobcats, equipment maintenance, truck spotters, truck washers, parts / pick up deliver, and inner company messenger service. 


Excluded: supervisors, managers, office clerical",
"Oakrheem, Inc. dba Hayward Convalescent Hospital",32-RC-277078,R,Hayward,,05/13/2021,50,,"Region 32, Oakland, California",CA,Open,,"Included:  All full-time, regular part-time and on-call: Certified Nursing Assistants; Restorative Nursing Assistants, Housekeepers, Laundry Aides, Activity Assistants, Janitors, Maintenance Workers, Caregivers, Dietary Aides, Cooks, Schedulers, Medical Records Clerks, Social Services Assistants employed by the Employer at its facility currently located at 1832 B Street, Hayward, California. 

Excluded:  All other employees, managers, confidential employees, security guards, and supervisors as defined by the Act.",
"Linkitall, LLC",05-RC-277093,R,Frederick,,05/13/2021,4,,"Region 05, Baltimore, Maryland",MD,Open,,"Included: All fulltime and regular part-time employees employed by the employer and engaged in bus operations at the Fort Detrick Installation in Frederick, MD, including all Bus Drivers and Dispatchers.  Excluded: All clerical employees, all managerial employees, all confidential employees, all professional employees, all guards and supervisors as defined by the Act.",
"Waste Management, Inc.",25-RC-277991,R,Winslow,,06/03/2021,20,,"Region 25, Indianapolis, Indiana",IN,Open,,"Included: All full time and regular part-time Front Load drivers, Roll Off drivers, Swing drivers, Residential/Recycle drivers, Container Deliver drivers, and Mechanics employed by the Employer at its Winslow, Indiana facility.

Excluded: All managers and office clerical employees, and all guards and supervisors as defined by the act.",
"Jofaz Transportation, Inc. and Y & M Transit, Inc.",29-RC-276206,R,Brooklyn,,04/26/2021,1000,,"Region 29, Brooklyn, New York",NY,Open,,"Included:
All full time and part time drivers, attendants, mechanics, helpers, dispatchers and
office clerical.

Excluded:
Security Guards and Supervisors",
"DLP Marquette General Hospital LLC d/b/a UP Health System Marquette",18-RC-276214,R,Marquette,,04/26/2021,240,,"Region 18, Minneapolis, Minnesota",MI,Open,,"Included:  All full-time, regular-part-time, and contingent technical employees employed by the Employer at its facilities located at 850 W. Baraga Ave., Marquette, Ml, 580 W. College Ave., Marquette, Ml., 1414 W. Fair Ave., Marquette, Ml, 427 W. College Ave., Marquette, Ml., including CT Radiographers, Histology Technicians, Lead Cardiovascular Technicians, Cardiovascular Technicians I and II, Donor Technicians, Holter Monitor Technicians, MRI Radiographers, Senior Cardiovascular Technicians, Neurophysiology Technicians, Neurophysiology Technician Trainees, Client Service Representatives, Laboratory Assistants I and II, Laboratory Specialists, Electrocardiographer ECG/EKG Technicians, Nuclear Medicine Technologists I and II, Respiratory Therapists, Psychometric Technicians, Advanced Pharmacy Technicians, Pharmacy Technicians, Surgical Technicians, Sonographer-
Ultrasound Technicians, Radiographers, Medical Laboratory Technicians, Medical Technologists, Mammographers, Exercise Physiologists, Radiation Therapists, Blood Donor Recruiters, Special Procedure Radiographers, Echo Cardiographers, Registered Vascular Technologist-Registered Diagnostic Medical Sonographers, Senior Surgical Technologist/DaVinci Coordinators, Cytotechnologists, CT Techs, Endoscopy Technologists, lnterventional Radiology Technologists. 

Excluded:  Non-technical employees, guards and supervisors as defined in the Act.",
"Destiny Management Services, LLC",28-RC-276105,R,"North Las Vegas",,04/23/2021,6,,"Region 28, Phoenix, Arizona",NV,Open,,"Included:  all full time, regular part time, on call Medical Office Clerics, Medical -             
Clerks, Administration Clerks employed by the employer at its facility located on Nellis Air Force Base, Las Vegas, NV.

Excluded: All other employees including professional employees, managerial employees, guards, supervisors, and other employees as defined by the Act.
",
"Jones Lang Lasalle Americas, Inc.",13-RD-277229,R,Chicago,,05/17/2021,56,,"Region 13, Chicago, Illinois",IL,Open,,"Included: Medical Engineering

Excluded: all non-exempt employees who are not involved in the Medical Engineering, and standard statutory exclusions",
"Collins Aerospace",16-UC-276518,R,Richardson,,05/03/2021,112,,"Region 16, Fort Worth, Texas",TX,Open,,"Included: Same with the addition of ""Engineering Techs,"" ""Engineering Assistants""

Excluded:True Engineers, Drafters, and Supervisors etc. (See Attached)

Unit Description:
“All production and maintenance employees in the Employer’s Collin County, Texas, electronic equipment plants, including line stockers, tool crib attendants, testers, model shop employees, custodial employees, production clerks and chasers, production test equipment construction and maintenance employees, but excluding office clerical employees, guards, laboratory employees, engineers, drafters and supervisors as defined in the National Labor Relations Act as amended.”",
"Bio-Medical Application of California, Inc. and Liberty Dialysis Hawaii, LLC",20-RC-277446,R,Waimea,,05/20/2021,2,,"Region 20, San Francisco, California",HI,Open,,"INCLUDED: Registered Nurses employed by the Employer at the Liberty Dialysis North
Hawaii dialysis center (Armour-Globe)

EXCLUDED: Confidential employees, managers, guards, and supervisors as defined by the Act",
"Lieber Mechanical, LLC",14-RC-276315,R,"Oklahoma City",,04/28/2021,27,,"Region 14, Saint Louis, Missouri",OK,Open,,"Included:  All full-time and regular part-time pipefitters, plumbers, pipelayers, and pipe helpers and/or apprentices employed by the Employer at its jobsite currently located at First National Center, 120 N. Robinson Avenue, Oklahoma City, Oklahoma 73102.  Excluded:  All other employees, managers, office clericals, guards and supervisors as defined in the Act.",
"Community Health Care",19-RC-277733,R,Tacoma,,05/25/2021,4,,"Region 19, Seattle, Washington",WA,Open,,"Petitioner seeks to represent all full-time, part-time and per diem employees in the below listed job classifications employed by the Employer at Community Health Care clinics, by having these employees vote in self-determination elections to determine if they wish to be included in the existing Non-Professional bargaining unit.

To be Included in the Existing Unit:  All full-time, part-time and per diem Community Health Workers employed by the Employer at Community Health Care clinics.

To be Excluded:  All managerial employees, supervisory employees, guards, and any other confidential employees as defined in the National Labor Relations Act.",
"Hispanic Society of America",02-RC-276833,R,"New York",,05/07/2021,23,,"Region 02, New York, New York",NY,Open,,"INCLUDED: All full-time and regular part-time professional employees including Librarian (Professional), Program Assistant, Public Relations Assistant, Senior Curator, Assistant Curator, Director of Public Relations/Membership/Special Events/Public Programs, Head of Conservation, Object Conservator/Collection Manager, Head Curator of Prints and Photographs, and Registrar employees employed by the Employer at its facility located at 613 W. 155th Street, New York, NY. 

EXCLUDED: All non-professional employees, Executive Assistant to the Directors Office, Facility Directors, confidential employees, guards, supervisors and managers within the meaning of the Act. 

*See paragraph 7 for an explanation of the effect of voting on the first question on the ballot.",
"Dakkota Integrated Systems, LLC",07-RC-276250,R,Detroit,,04/26/2021,105,,"Region 07, Detroit, Michigan",MI,Open,,"Included: All Hourly Production, Hi-Lo Operators, Team Leader, Maintenance and Maintenance Techs, Quality Techs and Shipping and Receiving.

Excluded: Temporary, Supervisors, Managers, Clerical, Guards, Salaried",
"The Children's Village",02-RC-276461,R,"Dobbs Ferry",,04/30/2021,350,,"Region 02, New York, New York",NY,Open,,"Included:
All full time and regular part time child care workers, respite care workers, clerical workers, medical aides, RCC employees

Excluded:
All other employees, including but not limited to casual on call employees, confidential employees,  managerial, supervisors, professional employees, maintenance, groundskeepers, transportation and guards as defined by the Act. 

",
"Metal-Matic, Inc.",13-RC-276593,R,"Bedford Park",,05/04/2021,158,,"Region 13, Chicago, Illinois",IL,Open,,,
"HIAWATHA ACADEMIES",18-RC-276584,R,Minneapolis,,05/03/2021,202,,"Region 18, Minneapolis, Minnesota",MN,Open,,"Included:
All employees. See Exhibit A
Exhibit A: 
Description of Unit: All employees including
•	All Teachers
•	Social Workers
•	Reading Specialists
•	Paraprofessionals/Paraeducators
•	Student Behavior Specialists
•	Evaluation coordinator
•	Office Managers
•	Cafeteria lead
•	Cafeteria Assistant
•	Interpreter
•	Student support manager
•	Athletics and Activities Coordinator
•	Communications Director
•	School Health Manager
•	Community and Family Recruitment Coordinator
•	Childcare Assistant
•	Operations Coordinator
•	Literacy Specialist
•	Childcare coordinator

Excluded:
All non-employees under the Act.",
"GENERAL CABLE INDUSTRIES, INC. D/B/A PRYSMIAN GROUP",16-RD-276481,R,Scottsville,,04/30/2021,400,,"Region 16, Fort Worth, Texas",TX,Open,,"Included: 
Hourly employees

Excluded: Salary employees",
"Fiore Industries, Inc.",31-UD-277058,R,Pasadena,,05/13/2021,25,,"Region 31, Los Angeles, California",CA,Open,,"INCLUDED:  All full-time and part-time Alarm Monitors.

EXCLUDED:  All office and clerical employees, and supervisors as defined in the Act.",
"J. F. Moran Company",01-RD-277253,R,Smithfield,,05/18/2021,5,,"Region 01, Boston, Massachusetts",RI,Open,,"Included:  Driver and Warehouse.  Excluded:  All others.

",
"Herc Rentals, Inc.",14-RC-276915,R,"Saint Peters",,05/10/2021,3,,"Region 14, Saint Louis, Missouri",MO,Open,,"Included: All full time and regular part time technicians, technician apprentices, utility workers, and delivery drivers Excluded: sales associated, sales managers, counter workers, statutory supervisors and clerical as the Act defines",
"Institute for Policy Studies",05-RC-277661,R,Washington,,05/26/2021,17,,"Region 05, Baltimore, Maryland",DC,Open,,"Included:  All full-time and regular part-time employees, including fellows.  

Excluded:  Supervisors, managerial employees, confidential employees as defined in Act.
",
"Endurance Environmental Solutions",28-RC-277982,R,"Las Vegas",,06/02/2021,80,,"Region 28, Phoenix, Arizona",NV,Open,,"INCLUDED:  All full-time and part-time truck drivers at the Las Vegas facility identified above.

EXCLUDED:  All other employees, office clerical employees, guards, and supervisors as defined in the Act.",
"Hacienda Landscaping",25-RC-277802,R,Minooka,,05/28/2021,20,,"Region 25, Indianapolis, Indiana",IL,Open,,"Included: Landscapers Excluded: Supervisors",
